Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
Gap	ZG-3704	24	CU929378.7	FQ323151.6	TPF Analysis	"Chromosome 24 assembly gap (CU929378.7 - FQ323151.6)"	Awaiting Exptl Data	"14-MAR-14: ZFOS-1534C06 contigs have been ordered and orientated\nAccession for ZFOS-1534C06: FO834867"	"Assembly gap between CU929378.7 (CH73-78O10) and FQ323151.6 (CH73-37O14)"	Clone Sequencing	2014-06-03T09:47:37.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:31918517:@:32096392:@:7:@@@:CU929378:::6:@@@:FQ323151:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3705	24	FQ323131.4	CU468032.6	TPF Analysis	"Chromosome 24 assembly gap (FQ323131.4 - CU468032.6)"	Resolved	"none"	"Assembly gap between FQ323131.4 (CH1073-354D2) and CU468032.6 (CH211-56A11)"	na	2011-08-03T05:32:22.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3191. Please see ZG-3191 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:32401564:@:32546314:@:4:@@@:FQ323131:::6:@@@:CU468032:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3706	24	CR352287.12	CU464114.10	TPF Analysis	"Chromosome 24 assembly gap (CR352287.12 - CU464114.10)"	Resolved	"none"	"Assembly gap between CR352287.12 (DKEY-158P1) and CU464114.10 (CH211-287I21)"	na	2011-08-03T05:30:46.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3192. Please see ZG-3192 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:32717791:@:33000021:@:12:@@@:CR352287:::10:@@@:CU464114:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:33914685:@:34139091:@:12:@@@:CR352287:::10:@@@:CU464114:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3707	24	CU929307.4	CU694221.17	TPF Analysis	"Chromosome 24 assembly gap (CU929307.4 - CU694221.17)"	Awaiting Exptl Data	"26-SEP-13: CH1073-134M14 has been cancelled"	"Assembly gap between CU929307.4 (CH1073-406L10) and CU694221.17 (CH73-173P19)"	Clone Sequencing	2015-07-23T17:54:36.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:33373984:@:33551327:@:4:@@@:CU929307:::17:@@@:CU694221:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:34522164:@:34699697:@:4:@@@:CU929307:::17:@@@:CU694221:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3708	24	CU694221.17	FP243275.7	TPF Analysis	"Chromosome 24 assembly gap (CU694221.17 - FP243275.7)"	Awaiting Exptl Data	"10-SEP-12: CH73-180M8 has entered the sequencing pipeline"	"Assembly gap between CU694221.17 (CH73-173P19) and FP243275.7 (CH73-36G22)"	Clone Sequencing	2015-11-11T06:08:25.000-0500	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:33448082:@:33799231:@:17:@@@:CU694221:::7:@@@:FP243275:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:34596452:@:34947782:@:17:@@@:CU694221:::7:@@@:FP243275:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3709	24	CU019563.16	CR855267.20	TPF Analysis	"Chromosome 24 assembly gap (CU019563.16 - CR855267.20)"	Resolved	"none"	"Assembly gap between CU019563.16 (DKEYP-87A6) and CR855267.20 (DKEY-220L13)"	na	2011-08-03T05:20:20.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3193. Please see ZG-3193 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:33799232:@:34078829:@:16:@@@:CU019563:::20:@@@:CR855267:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:34947783:@:35229107:@:16:@@@:CU019563:::20:@@@:CR855267:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3710	24	CT583690.11	CU659677.4	TPF Analysis	"Chromosome 24 assembly gap (CT583690.11 - CU659677.4)"	Resolved	"none"	"Assembly gap between CT583690.11 (CH211-89L23) and CU659677.4 (ZFOS-887A5)"	na	2011-08-03T05:18:39.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3194. Please see ZG-3194 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:34135124:@:34622584:@:11:@@@:CT583690:::4:@@@:CU659677:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:35353455:@:35853275:@:11:@@@:CT583690:::4:@@@:CU659677:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3711	24	BX465217.13	CR354603.12	TPF Analysis	"Chromosome 24 assembly gap (BX465217.13 - CR354603.12)"	Resolved	"none"	"Assembly gap between BX465217.13 (DKEYP-36H4) and CR354603.12 (CH211-106J11)"	na	2011-08-03T05:17:28.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3195. Please see ZG-3195 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:34740579:@:35556421:@:13:@@@:BX465217:::12:@@@:CR354603:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:36119533:@:36938059:@:13:@@@:BX465217:::12:@@@:CR354603:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3712	24	CR354603.12	BX005079.6	TPF Analysis	"Chromosome 24 assembly gap (CR354603.12 - BX005079.6)"	Resolved	"none"	"Assembly gap between CR354603.12 (CH211-106J11) and BX005079.6 (CH211-176D9)"	na	2015-07-23T17:54:40.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3196. Please see ZG-3196 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:35396840:@:35950608:@:12:@@@:CR354603:::6:@@@:BX005079:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:36778478:@:37335182:@:12:@@@:CR354603:::6:@@@:BX005079:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3713	24	CR792456.6	CU634022.7	TPF Analysis	"Chromosome 24 assembly gap (CR792456.6 - CU634022.7)"	Resolved	"none"	"Assembly gap between CR792456.6 (RP71-18A8) and CU634022.7 (CH73-374C3)"	na	2015-07-23T17:54:41.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3200. Please see ZG-3200 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:36031254:@:36335791:@:6:@@@:CR792456:::7:@@@:CU634022:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:37415828:@:37720875:@:6:@@@:CR792456:::7:@@@:CU634022:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3714	24	CU694386.8	CU694373.15	TPF Analysis	"Chromosome 24 assembly gap (CU694386.8 - CU694373.15)"	Resolved	"none"	"Assembly gap between CU694386.8 (CH73-349P7) and CU694373.15 (CH73-334D15)"	na	2015-07-23T17:54:42.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3202. Please see ZG-3202 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:36591198:@:36850664:@:8:@@@:CU694386:::15:@@@:CU694373:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:37976282:@:38235998:@:8:@@@:CU694386:::15:@@@:CU694373:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3715	24	CU694373.15	CR954298.10	TPF Analysis	"Chromosome 24 assembly gap (CU694373.15 - CR954298.10)"	Resolved	"none"	"Assembly gap between CU694373.15 (CH73-334D15) and CR954298.10 (DKEY-224B4)"	na	2015-07-23T17:54:42.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3203. Please see ZG-3203 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:36750373:@:37393073:@:15:@@@:CU694373:::10:@@@:CR954298:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:38133707:@:38598239:@:15:@@@:CU694373:::10:@@@:CR954298:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3716	24	CR954298.10	CU469584.8	TPF Analysis	"Chromosome 24 assembly gap (CR954298.10 - CU469584.8)"	Resolved	"none"	"Assembly gap between CR954298.10 (DKEY-224B4) and CU469584.8 (CH211-183D21)"	na	2015-07-23T17:54:43.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3204. Please see ZG-3204 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:37243320:@:37551203:@:10:@@@:CR954298:::8:@@@:CU469584:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:38448486:@:38951985:@:10:@@@:CR954298:::8:@@@:CU469584:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3717	24	CU855807.9	BX322798.6	TPF Analysis	"Chromosome 24 assembly gap (CU855807.9 - BX322798.6)"	Resolved	"none"	"Assembly gap between CU855807.9 (ZFOS-339H8) and BX322798.6 (CH211-231F6)"	na	2015-07-23T17:54:43.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3206. Please see ZG-3206 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:37680971:@:37827980:@:9:@@@:CU855807:::6:@@@:BX322798:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:39082075:@:39218891:@:9:@@@:CU855807:::6:@@@:BX322798:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3718	24	CU896602.6	CU695197.13	TPF Analysis	"Chromosome 24 assembly gap (CU896602.6 - CU695197.13)"	Resolved	"none"	"Assembly gap between CU896602.6 (CH1073-293E1) and CU695197.13 (CH1073-334G13)"	na	2015-07-23T17:54:44.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3207. Please see ZG-3207 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:38319256:@:38447450:@:6:@@@:CU896602:::13:@@@:CU695197:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:39710067:@:39829315:@:6:@@@:CU896602:::13:@@@:CU695197:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3719	24	FP102937.4	FP236545.6	TPF Analysis	"Chromosome 24 assembly gap (FP102937.4 - FP236545.6)"	Awaiting Exptl Data	"30-JAN-14: CH1073-118M08 has been cancelled\nAccession for CH1073-118M08: FP102768"	"Assembly gap between FP102937.4 (CH1073-327K18) and FP236545.6 (ZFOS-696B10)"	Clone Sequencing	2015-07-23T17:54:45.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:38662600:@:38733885:@:4:@@@:FP102937:::6:@@@:FP236545:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3720	24	FP236545.6	CU929175.7	TPF Analysis	"Chromosome 24 assembly gap (FP236545.6 - CU929175.7)"	Awaiting Exptl Data	"CH211-75P4 has been selected for sequencing \n2012_07_04: CH211-75P4 has entered the sequencing pipeline"	"Assembly gap between FP236545.6 (ZFOS-696B10) and CU929175.7 (CH1073-164K15)"	Clone Sequencing	2016-01-05T05:30:55.000-0500	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:38696383:@:38776767:@:6:@@@:FP236545:::7:@@@:CU929175:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3721	24	CU466264.15	CU929145.6	TPF Analysis	"Chromosome 24 assembly gap (CU466264.15 - CU929145.6)"	Resolved	"none"	"Assembly gap between CU466264.15 (DKEY-207N5) and CU929145.6 (CH73-171A6)"	Clone Sequencing	2014-06-03T09:59:10.000-0400	na	GRC-Gap Update	"CU466264 does not match to sequence on chr24 and has been removed from the chr24 TPF. This gap has been updated."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:40367796:@:40773269:@:15:@@@:CU466264:::6:@@@:CU929145:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3722	24	CU929145.6	FQ323104.6	TPF Analysis	"Chromosome 24 assembly gap (CU929145.6 - FQ323104.6)"	Awaiting Exptl Data	"13-MAY-14: CH1073-402E06 contigs have been ordered and orientated\nAccession for CH1073-402E06: FO905001"	"Assembly gap between CU929145.6 (CH73-171A6) and FQ323104.6 (CH1073-128G23)"	Clone Sequencing	2015-11-11T06:01:39.000-0500	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:39214325:@:39383927:@:6:@@@:CU929145:::6:@@@:FQ323104:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3723	24	CT867972.20	CU929259.16	TPF Analysis	"Chromosome 24 assembly gap (CT867972.20 - CU929259.16)"	Resolved	"none"	"Assembly gap between CT867972.20 (CH211-267E17) and CU929259.16 (CH211-24N20)"	na	2011-08-03T04:49:08.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3217. Please see ZG-3217 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:40155898:@:41038590:@:20:@@@:CT867972:::16:@@@:CU929259:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:41616704:@:42320174:@:20:@@@:CT867972:::16:@@@:CU929259:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3724	24	CR450736.14	CU633479.20	TPF Analysis	"Chromosome 24 assembly gap (CR450736.14 - CU633479.20)"	Resolved	"none"	"Assembly gap between CR450736.14 (DKEYP-27G9) and CU633479.20 (CH211-198C1)"	Clone Sequencing	2015-06-16T06:07:02.000-0400	na	GRC Resolved by Electronic Means	"This gap has been closed"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:40988746:@:41197928:@:14:@@@:CR450736:::20:@@@:CU633479:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:42320175:@:42639741:@:14:@@@:CR450736:::20:@@@:CU633479:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3725	24	CU633479.20	CU467626.6	TPF Analysis	"Chromosome 24 assembly gap (CU633479.20 - CU467626.6)"	Awaiting Exptl Data	"10-SEP-12: DKEY-87A23 has entered the sequencing pipeline"	"Assembly gap between CU633479.20 (CH211-198C1) and CU467626.6 (CH1073-202A14)"	Clone Sequencing	2015-07-23T17:54:49.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:41004762:@:41357617:@:20:@@@:CU633479:::6:@@@:CU467626:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:42445879:@:42967865:@:20:@@@:CU633479:::6:@@@:CU467626:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3726	24	CU467626.6	CU694656.6	TPF Analysis	"Chromosome 24 assembly gap (CU467626.6 - CU694656.6)"	Awaiting Exptl Data	"12-DEC-13: CH73-10N10 has been cancelled"	"Assembly gap between CU467626.6 (CH1073-202A14) and CU694656.6 (CH73-185L20)"	Clone Sequencing	2015-07-23T17:54:50.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:41315123:@:41451491:@:6:@@@:CU467626:::6:@@@:CU694656:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:42925371:@:43081735:@:6:@@@:CU467626:::6:@@@:CU694656:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3727	24	CU694656.6	FP236600.7	TPF Analysis	"Chromosome 24 assembly gap (CU694656.6 - FP236600.7)"	Resolved	"none"	"Assembly gap between CU694656.6 (CH73-185L20) and FP236600.7 (CH73-38N6)"	na	2011-08-02T11:20:04.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3218. Please see ZG-3218 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:41411543:@:41907304:@:6:@@@:CU694656:::7:@@@:FP236600:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:43041787:@:43551059:@:6:@@@:CU694656:::7:@@@:FP236600:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3728	24	FP236600.7	CU914596.10	TPF Analysis	"Chromosome 24 assembly gap (FP236600.7 - CU914596.10)"	Resolved	"none"	"Assembly gap between FP236600.7 (CH73-38N6) and CU914596.10 (ZFOS-697C11)"	Clone Sequencing	2012-05-29T04:32:52.000-0400	na	GRC-Gap Update	"Based on marker alignments this region has been changed. A new ticket will be created to deal with the gap"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:41868439:@:42085485:@:7:@@@:FP236600:::10:@@@:CU914596:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3729	24	CU914596.10	FP102273.6	TPF Analysis	"Chromosome 24 assembly gap (CU914596.10 - FP102273.6)"	Resolved	"none"	"Assembly gap between CU914596.10 (ZFOS-697C11) and FP102273.6 (ZFOS-281C7)"	na	2015-07-23T17:54:49.000-0400	na	GRC-Duplicate	"This issue is a duplicate of JIRA issue ZG-3219. Please see ZG-3219 for all future updates regarding this issue."	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:42043154:@:42250093:@:10:@@@:CU914596:::6:@@@:FP102273:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Clone Problem	ZG-4289	24	CABZ01068389.1	CABZ01019124.1	User Report	"Issue reported from Web Site"	Resolved	"none"	"In progress"	na	2015-07-23T17:54:03.000-0400	na	GRC Resolved by Electronic Means	"contig Zv9_NA822 will be added to the TPF between CABZ01068389.1 and CABZ01019124.1 in Zv10 if clone sequence in ticket ZG-3169 does not cover the region"	na	GRCz10	na	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:8519819:@:8541379:@:1:@@@:CABZ01068389:::1:@@@:CABZ01019124:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:8459794:@:8481354:@:1:@@@:CABZ01068389:::1:@@@:CABZ01019124:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Path Problem	ZG-5016	24	CU681852.9	CR381529.13	User Report	"Overlap between clones CU681852.9 and CR381529.13."	Resolved	"none"	"ClonesCU681852.9 and CR381529.13 overlap -confirmed by cDNA AF099737.1."	na	2015-03-30T12:37:50.000-0400	na	GRC Resolved by Electronic Means	"CR381529 is a redundant haplotype of CU681852 and has been removed from the reference tile-path."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:34622585:@:34818693:@:9:@@@:CU681852:::13:@@@:CR381529:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:35853276:@:36119532:@:9:@@@:CU681852:::13:@@@:CR381529:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5058	24	CR847965.6	FP236631.5	TPF Analysis	"A gap exists in the chromosome between components CR847965.6 and FP236631.5"	Awaiting Exptl Data	"25-MAR-14: CH1073-174I9 contigs have been ordered and orientated\nAccession for CH1073-174I9: FO907109"	"A gap exists in the chromosome between components CR847965.6 and FP236631.5"	Clone Sequencing	2015-07-23T17:54:10.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:29413825:@:29740850:@:6:@@@:CR847965:::5:@@@:FP236631:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:30328494:@:30711759:@:6:@@@:CR847965:::5:@@@:FP236631:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5059	24	BX927314.11	CR352310.15	TPF Analysis	"A gap exists in the chromosome between components BX927314.11 and CR352310.15"	Awaiting Exptl Data	"17-JAN-13: CH73-140L14 has entered the sequencing pipeline\n26-FEB-14: DKEYP-98D1 has been cancelled"	"A gap exists in the chromosome between components BX927314.11 and CR352310.15"	Clone Sequencing	2015-07-23T17:54:10.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:29795487:@:30119050:@:11:@@@:BX927314:::15:@@@:CR352310:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651627.3:@:NC_007135.5:@:CHROMOSOME:@:30522086:@:31010516:@:11:@@@:BX927314:::15:@@@:CR352310:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5060	24	CR354603.12	FQ323106.10	TPF Analysis	"There is a gap in the chromosome between components CR354603.12 and FQ323106.10"	Awaiting Exptl Data	"CH211-179A22 has completed sequence production and a draft assembly has been submitted\nAccession for CH211-179A22: FO744837"	"There is a gap in the chromosome between components CR354603.12 and FQ323106.10"	Clone Sequencing	2015-07-23T17:54:05.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002908.1:@:NC_007135.6:@:CHROMOSOME:@:35396840:@:35794763:@:12:@@@:CR354603:::10:@@@:FQ323106:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
