id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
MG-4063	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	35796357	36002161	8,8	AL844199,AL844199	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4063	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	35745606	35949194	8,8	AL844199,AL844199	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4064	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	56205891	56460390	7,10	CU024889,AL808103	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4064	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	56218763	56473262	7,10	CU024889,AL808103	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4065	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	73618630	73815840	20,20	BX294159,BX294159	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4065	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	73260127	73461744	20,20	BX294159,BX294159	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4066	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	78519400	78699098	1,1	BX072541,BX072541	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4066	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	78167304	78345002	1,1	BX072541,BX072541	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4107	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	122032166	122368013	8,17	CU041226,AL731565	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4107	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	121576159	121965413	8,17	CU041226,AL731565	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4108	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	122032166	122217499	17,17	AL731565,AL731565	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4108	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	121782141	121965413	17,17	AL731565,AL731565	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4109	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	3074854	3259710	22,22	AL807802,AL807802	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4109	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	3000001	3186857	22,22	AL807802,AL807802	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4115	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	93625906	93783036	6,6	AL833773,AL833773	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4115	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	93294597	93449727	6,6	AL833773,AL833773	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4125	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	41809842	41901915	8,8	CU467809,CU467809	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4125	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4126	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	41473992	41645417	8,8	AL831723,AL831723	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4126	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	41423025	41592448	8,8	AL831723,AL831723	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4127	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	41643416	41811841	16,16	AL807796,AL807796	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4127	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	41592449	41758714	16,16	AL807796,AL807796	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4128	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	41809842	41901915	8,8	CU467809,CU467809	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4128	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4129	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	42714292	42865792	16,16	AL772334,AL772334	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4129	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	42729824	42878664	16,16	AL772334,AL772334	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4130	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	42642646	42716291	31,31	BX548253,BX548253	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4130	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	42658178	42729823	31,31	BX548253,BX548253	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4131	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	60765772	60849611	6,6	CU463345,CU463345	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4131	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4132	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	145704939	146082828	6,8	AL929465,CR788296	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4132	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	145294842	146050229	6,8	AL929465,CR788296	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4133	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	146658161	146752333	8,3	CR974438,CU041236	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4134	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	42240203	42644645	42,27	AL844494,BX666061	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4135	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	118520076	118569624	3,3	BX842610,BX842610	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4135	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	118192681	118242229	3,3	BX842610,BX842610	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4136	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	143384216	143576465	24,24	AL611930,AL611930	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4136	4	MAPPED	JH792826.1	NW_004058050.1	ALT_SCAFFOLD	167560	361809	24,24	AL611930,AL611930	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4136	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	142974119	143166368	24,24	AL611930,AL611930	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4243	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	121597870	122034165	22,8	AL713918,AL691519	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4243	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	121270475	121782140	22,8	AL713918,AL691519	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4253	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	42240203	42386163	42,42	AL844494,AL844494	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4253	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4257	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	149635314	149911386	15,8	CU459142,CU207384	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4257	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4265	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	130349247	130752718	3,6	CU467819,BX004791	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4266	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	130349247	130752718	3,6	CU467819,BX004791	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-51	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	142264673	142697802	17,15	AL844164,AL611984	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-51	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	141820588	142287705	17,15	AL844164,AL611984	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-58	4	MAPPED	CM000997.2	NC_000070.6	CHROMOSOME	99810281	99890515	8,1	BX324127,CAAA01186629	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-58	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	99476972	99564677	8,1	BX324127,CAAA01186629	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-94	4	MAPPED	CM000997.1	NC_000070.5	CHROMOSOME	155440917	155627586	4,1	AL928667,CAAA01066905	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-103	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	124631720	124735075	1,1	CAAA01224611,CAAA01086724	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-103	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	125082301	125210681	1,1	CAAA01224611,CAAA01086724	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-143	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	36621965	36662382	1,1	CAAA01088920,CAAA01061867	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-143	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	36969590	37053489	1,1	CAAA01088920,CAAA01061867	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-144	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	142703645	142785330	5,3	AC184111,AC175488	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-144	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	143206380	143546973	5,3	AC184111,AC175488	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-151	5	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	31145692	31187569	2,2	AC175490,AC175490	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-151	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	143269872	143311751	2,2	AC175490,AC175490	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-171	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	131450148	131592643	10,10	AC121298,AC121298	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-171	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	131926018	132068513	10,10	AC121298,AC121298	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-180	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	107569552	107691122	7,7	AC117574,AC117574	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-180	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	107998571	108196364	7,7	AC117574,AC117574	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-186	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	38251278	38406649	20,20	AC084071,AC084071	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-186	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	38642517	38797888	20,20	AC084071,AC084071	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-188	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	92275998	92447421	4,4	AC122365,AC122365	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-188	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	92705024	92876447	4,4	AC122365,AC122365	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-204	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	90306137	90345098	9,9	AC117578,AC117578	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-204	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	90735162	90801770	9,9	AC117578,AC117578	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-23	5	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	31145692	31187569	2,2	AC175490,AC175490	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-23	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	143269872	143311751	2,2	AC175490,AC175490	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-27	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	129787235	129846940	1,1	CAAA01206539,CAAA01063609	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-27	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	130293111	130327232	1,1	CAAA01206539,CAAA01063609	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3157	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	100464784	100657387	12,12	AC109196,AC109196	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3157	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	100893803	101086406	12,12	AC109196,AC109196	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3160	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	113404230	113545626	3,1	AC121909,CAAA01026602	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3160	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	113833250	113996512	3,1	AC121909,CAAA01026602	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3206	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	143410828	143582399	7,3	AC217112,AC175091	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3489	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	137149203	137152769	1,1	CAAA01013008,CAAA01077346	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3489	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	137625299	137633358	1,1	CAAA01013008,CAAA01077346	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3584	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	15008266	15777896	3,9	AC132090,AC117685	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3584	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	15008266	15283714	3,9	AC132090,AC117685	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3585	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	25743671	26151750	19,3	AC116412,AC125090	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3585	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	25249489	26478290	19,3	AC116412,AC125090	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3586	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	30231677	30392981	4,4	AC175113,AC175379	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3586	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	30566459	30695354	4,4	AC175113,AC175379	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3587	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	32670320	32946425	2,9	AC170996,AC108773	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3587	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	33014510	33289074	2,9	AC170996,AC108773	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3594	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	36508956	36879092	3,3	AC167815,AC169036	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3594	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	36851605	37270331	3,3	AC167815,AC169036	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3595	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	73872546	74093017	5,3	AC164644,AC164570	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3595	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	74263785	74489042	5,3	AC164644,AC164570	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3596	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	75966833	76330399	11,2	AC124615,AC147239	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3596	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	76362858	76759424	11,2	AC124615,AC147239	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3597	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	94041039	94344166	5,4	AC124754,AC125068	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3597	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	94470065	94664353	5,4	AC124754,AC125068	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3598	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	124482915	124946077	3,4	AC127313,AC164649	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3598	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	124932924	125426447	3,4	AC127313,AC164649	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3599	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	128326984	128421127	1,3	AC166914,AC170186	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3599	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	128807354	128926602	1,3	AC166914,AC170186	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3600	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	129751595	129944441	2,3	AC186296,AC164071	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3600	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	130290701	130420311	2,3	AC186296,AC164071	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3601	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	137005450	137437028	3,2	AC147986,AC150682	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3601	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	137481320	137878256	3,2	AC147986,AC150682	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3602	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	138490000	138784187	3,2	AC125115,AC165444	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3602	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	138931228	139260141	3,2	AC125115,AC165444	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3603	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	142692231	142785330	3,3	AC175314,AC175488	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3603	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	143188027	143546973	3,3	AC175314,AC175488	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3605	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	143679037	143909778	15,2	AC136746,AC166900	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3605	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	144439906	144670647	15,2	AC136746,AC166900	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3606	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	145586439	145864965	5,4	AC166649,AC166648	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3606	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	146347308	146676541	5,4	AC166649,AC166648	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3607	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	149269989	149358345	3,4	AC175377,AC175816	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3607	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	150081565	150160920	3,4	AC175377,AC175816	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3640	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	143337212	143508673	7,3	AC118226,AC175091	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3640	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	144098891	144269541	7,3	AC118226,AC175091	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3846	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	107317201	107468257	13,13	AC126598,AC126598	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3846	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	107746220	107897276	13,13	AC126598,AC126598	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3847	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	111062370	111307811	3,3	AC155173,AC155173	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3847	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	111541666	111736831	3,3	AC155173,AC155173	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3854	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	13371413	13572783	9,9	AC121125,AC121125	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3854	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	13371413	13572783	9,9	AC121125,AC121125	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3855	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	30547303	30733051	21,21	AC105298,AC105298	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3855	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	30849676	31035424	21,21	AC105298,AC105298	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3856	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	111062370	111307811	3,3	AC155173,AC155173	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3856	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	111541666	111736831	3,3	AC155173,AC155173	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3857	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	134226070	134319831	7,7	AC093346,AC093346	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3857	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	134701940	134795701	7,7	AC093346,AC093346	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3886	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	129678129	129787234	20,2	AC120413,AC186296	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3886	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	130184004	130293110	20,2	AC120413,AC186296	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3936	5	MAPPED	GL456354.1	NT_166438.1	UNLOC_SCAFFOLD	1	195993	3,3	AC140325,AC140325	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3936	5	MAPPED	GL456354.1	NT_166438.1	UNLOC_SCAFFOLD	1	195993	3,3	AC140325,AC140325	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3966	5	MAPPED	JH584299.1	NT_187059.1	UNLOC_SCAFFOLD	874659	931943	3,3	AC133095,AC133095	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3966	5	MAPPED	GL456217.1	NT_109319.4	UNLOC_SCAFFOLD	1	147415	3,3	AC133095,AC133095	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3967	5	MAPPED	JH584299.1	NT_187059.1	UNLOC_SCAFFOLD	931944	953012	5,5	AC147261,AC147261	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3967	5	MAPPED	GL456218.1	NT_166303.1	UNLOC_SCAFFOLD	1	159935	5,5	AC147261,AC147261	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4029	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	19688694	19789264	7,7	AC162892,AC162892	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4029	5	MAPPED	CM000998.1	NC_000071.5	CHROMOSOME	19194512	19295082	7,7	AC162892,AC162892	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4143	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	15008266	15602160	3,4	AC132090,AC239617	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4144	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	73872546	74016999	5,3	AC164644,AC242530	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4145	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	124619468	124751495	2,3	AC242502,AC242457	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4145	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4146	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	30222031	30380191	4,4	AC241618,AC242405	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4146	5	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4147	5	MAPPED	CM000998.2	NC_000071.6	CHROMOSOME	129751595	129887328	2,2	AC186296,AC242408	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
