id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
HG-1363	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	22860948	22892426	1,1	D87011,D87011	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1363	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	22506629	22550004	1,1	D87011,D87011	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1363	22	MAPPED	KI270875.1	NT_187629.1	ALT_SCAFFOLD	142286	185661	1,1	D87011,D87011	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	42518517	42649764	11,11	BX247885,BX247885	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1379	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1379	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	42157188	42253758	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	KN196485.1	NW_009646207.1	ALT_SCAFFOLD	56102	156562	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	KQ458387.1	NW_014040930.1	ALT_SCAFFOLD	81320	155930	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	KQ458388.1	NW_014040931.1	ALT_SCAFFOLD	86892	174749	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	KN196486.1	NW_009646208.1	ALT_SCAFFOLD	76241	153027	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	KQ759761.1	NW_015148968.1	ALT_SCAFFOLD	68463	145162	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	KI270928.1	NT_187682.1	ALT_SCAFFOLD	42858	176103	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1379	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1484	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	16656462	16697850	1,1	AP000542,AP000542	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1484	22	MAPPED	JH806583.1	NW_004070873.1	ALT_SCAFFOLD	127796	167183	1,1	AP000542,AP000542	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1484	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15282114	15321501	1,1	AP000542,AP000542	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1485	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	16050001	16884805	1,1	AP000522,AP000543	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1485	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15890270	16404077	1,1	AP000522,AP000543	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1486	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	16656462	16697850	1,1	AP000542,AP000542	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1486	22	MAPPED	JH806583.1	NW_004070873.1	ALT_SCAFFOLD	127796	167183	1,1	AP000542,AP000542	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1486	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15282114	15321501	1,1	AP000542,AP000542	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1487	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	16050001	16884805	1,1	AP000522,AP000543	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1487	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15890270	16404077	1,1	AP000522,AP000543	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1488	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	16050001	16884805	1,1	AP000522,AP000543	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1488	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15890270	16404077	1,1	AP000522,AP000543	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1574	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	50781085	51244566	6,2	BX545851,AC002055	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1574	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	50342656	50806138	6,2	BX545851,AC002055	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	42518517	42649764	11,11	BX247885,BX247885	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1575	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1575	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	42157188	42253758	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	KN196485.1	NW_009646207.1	ALT_SCAFFOLD	56102	156562	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	KQ458387.1	NW_014040930.1	ALT_SCAFFOLD	81320	155930	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	KQ458388.1	NW_014040931.1	ALT_SCAFFOLD	86892	174749	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	KN196486.1	NW_009646208.1	ALT_SCAFFOLD	76241	153027	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	KQ759761.1	NW_015148968.1	ALT_SCAFFOLD	68463	145162	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	KI270928.1	NT_187682.1	ALT_SCAFFOLD	42858	176103	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1575	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	42518517	42649764	11,11	BX247885,BX247885	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1576	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1576	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	42157188	42253758	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	KN196485.1	NW_009646207.1	ALT_SCAFFOLD	56102	156562	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	KQ458387.1	NW_014040930.1	ALT_SCAFFOLD	81320	155930	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	KQ458388.1	NW_014040931.1	ALT_SCAFFOLD	86892	174749	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	KN196486.1	NW_009646208.1	ALT_SCAFFOLD	76241	153027	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	KQ759761.1	NW_015148968.1	ALT_SCAFFOLD	68463	145162	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	KI270928.1	NT_187682.1	ALT_SCAFFOLD	42858	176103	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1576	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	42518517	42649764	11,11	BX247885,BX247885	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1577	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1577	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	42157188	42253758	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	KN196485.1	NW_009646207.1	ALT_SCAFFOLD	56102	156562	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	KQ458387.1	NW_014040930.1	ALT_SCAFFOLD	81320	155930	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	KQ458388.1	NW_014040931.1	ALT_SCAFFOLD	86892	174749	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	KN196486.1	NW_009646208.1	ALT_SCAFFOLD	76241	153027	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	KQ759761.1	NW_015148968.1	ALT_SCAFFOLD	68463	145162	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	KI270928.1	NT_187682.1	ALT_SCAFFOLD	42858	176103	11,11	BX247885,BX247885	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1577	22	MAPPED	GL383582.2	NW_003315971.2	ALT_SCAFFOLD	42858	162811	11,11	BX247885,BX247885	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1579	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	16050001	16087693	1,1	AP000522,AP000522	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1579	22	MAPPED	JH806584.1	NW_004070874.1	ALT_SCAFFOLD	1	35774	1,1	AP000522,AP000522	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1579	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15890270	15903760	1,1	AP000522,AP000522	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1639	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	49261048	49298360	9,9	BX324178,BX324178	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1639	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	48865236	48902548	9,9	BX324178,BX324178	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1647	22	MAPPED	CM000663.1	NC_000001.10	CHROMOSOME	142563172	142938914	11,11	FP325308,FP325308	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1647	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	12027556	12225588	11,11	FP325308,FP325308	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1653	22	MAPPED	CM000663.1	NC_000001.10	CHROMOSOME	143117762	143388833	2,2	AC138776,AC138776	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1653	22	MAPPED	CM000663.1	NC_000001.10	CHROMOSOME	143117762	143507491	2,2	AC138776,AC138776	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1653	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	11774630	11977555	2,2	AC138776,AC138776	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1655	22	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	69797140	69918155	14,14	AC092854,AC092854	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1655	22	MAPPED	JH806583.1	NW_004070873.1	ALT_SCAFFOLD	93498	167183	14,14	AC092854,AC092854	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1655	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	16124788	16279672	14,14	AC092854,AC092854	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1657	22	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1657	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	12275589	12438690	3,3	AC093749,AC093749	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1659	22	MAPPED	CM000682.1	NC_000020.10	CHROMOSOME	29580761	29651826	4,4	AC116618,AC116618	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1659	22	MAPPED	CM000682.1	NC_000020.10	CHROMOSOME	29580761	29647812	4,4	AC116618,AC116618	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1659	22	MAPPED	GL000219.1	NT_167213.1	UNLOC_SCAFFOLD	59620	161802	4,4	AC116618,AC116618	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1659	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	12488691	12641730	4,4	AC116618,AC116618	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1663	22	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	69683964	69988978	3,3	AC145543,AC145543	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1663	22	MAPPED	JH806584.1	NW_004070874.1	ALT_SCAFFOLD	13492	69311	3,3	AC145543,AC145543	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1663	22	MAPPED	CM000680.1	NC_000018.9	CHROMOSOME	15337963	15410894	3,3	AC145543,AC145543	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1663	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	15903761	16124787	3,3	AC145543,AC145543	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1680	22	MAPPED	CM000686.1	NC_000024.9	CHROMOSOME	9921092	10020506	2,2	AC137488,AC137488	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1680	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	11210922	11378056	2,2	AC137488,AC137488	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1722	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	20309448	20880439	2,16	AC024070,AC007731	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1722	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	20321925	20526152	2,16	AC024070,AC007731	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-181	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	48976969	48989744	2,3	CR391954,CR450365	component	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-181	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	48581157	48593932	2,3	CR391954,CR450365	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1850	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	22727817	22840556	32,32	AC009286,AC009286	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1850	22	MAPPED	KI270875.1	NT_187629.1	ALT_SCAFFOLD	1	121871	32,32	AC009286,AC009286	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1850	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	22373449	22486214	32,32	AC009286,AC009286	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1851	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	36116656	36149452	3,3	AC239364,AC239364	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1851	22	MAPPED	KI270876.1	NT_187630.1	ALT_SCAFFOLD	35376	74403	3,3	AC239364,AC239364	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1851	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	35720609	35753405	3,3	AC239364,AC239364	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1857	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	37239353	37273746	3,3	AC209618,AC209618	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1857	22	MAPPED	KI270877.1	NT_187631.1	ALT_SCAFFOLD	69517	101331	3,3	AC209618,AC209618	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1857	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	36843310	36877704	3,3	AC209618,AC209618	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1859	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	49748442	49783090	3,3	AC207130,AC207130	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1859	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	49352517	49389440	3,3	AC207130,AC207130	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1860	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	23849449	23858249	3,3	AC239873,AC239873	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1860	22	MAPPED	CM000671.1	NC_000009.11	CHROMOSOME	132186777	132206619	3,3	AC239873,AC239873	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1860	22	MAPPED	KI270878.1	NT_187632.1	ALT_SCAFFOLD	153137	186262	3,3	AC239873,AC239873	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1865	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	20656284	21649739	23,23	AC023491,AC023491	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1865	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	18668570	20500863	23,23	AC023491,AC023491	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1865	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	18666934	20495315	23,23	AC023491,AC023491	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1865	22	MAPPED	KI270731.1	NT_187386.1	UNLOC_SCAFFOLD	1	150754	23,23	AC023491,AC023491	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1866	22	MAPPED	CM000672.1	NC_000010.10	CHROMOSOME	42616213	42643368	5,5	AC093091,AC093091	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1866	22	MAPPED	CM000672.1	NC_000010.10	CHROMOSOME	42616213	42672526	5,5	AC093091,AC093091	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1866	22	MAPPED	CM000664.1	NC_000002.11	CHROMOSOME	91637559	91997059	5,5	AC093091,AC093091	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1866	22	MAPPED	KI270732.1	NT_187387.1	UNLOC_SCAFFOLD	1	41543	5,5	AC093091,AC093091	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1867	22	MAPPED	GL000220.1	NT_167214.1	UNLOC_SCAFFOLD	1	161802	34,34	AL353644,AL353644	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1867	22	MAPPED	KI270733.1	NT_187388.1	UNLOC_SCAFFOLD	1	179772	34,34	AL353644,AL353644	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1868	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	18761832	18927264	51,51	AC007325,AC007325	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1868	22	MAPPED	KI270734.1	NT_187389.1	UNLOC_SCAFFOLD	1	165050	51,51	AC007325,AC007325	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1869	22	MAPPED	CM000679.1	NC_000017.10	CHROMOSOME	25266166	25306446	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1869	22	MAPPED	JH636052.4	NW_003871055.3	ALT_SCAFFOLD	94553	107817	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1869	22	MAPPED	JH636052.4	NW_003871055.3	ALT_SCAFFOLD	113477	1704190	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1869	22	MAPPED	JH636052.4	NW_003871055.3	ALT_SCAFFOLD	308857	332810	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1869	22	MAPPED	KI270735.1	NT_187390.1	UNLOC_SCAFFOLD	1	42811	17,17	AC103582,AC103582	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1889	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	10510001	12904788	4,1	BX546448,CU459187	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1915	22	MAPPED	GL000217.1	NT_167212.1	UNLOC_SCAFFOLD	1	76431	2,2	AC145613,AC145613	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1915	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	10682150	10784643	2,2	AC145613,AC145613	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1954	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	48018266	48164599	8,8	AL117329,AL117329	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1954	22	MAPPED	CM000684.2	NC_000022.11	CHROMOSOME	47622413	47768850	8,8	AL117329,AL117329	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1968	22	MAPPED	CM000679.1	NC_000017.10	CHROMOSOME	25266166	25306446	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1968	22	MAPPED	JH636052.4	NW_003871055.3	ALT_SCAFFOLD	94553	107817	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1968	22	MAPPED	JH636052.4	NW_003871055.3	ALT_SCAFFOLD	113477	1704190	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1968	22	MAPPED	JH636052.4	NW_003871055.3	ALT_SCAFFOLD	308857	332810	17,17	AC103582,AC103582	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1968	22	MAPPED	KI270735.1	NT_187390.1	UNLOC_SCAFFOLD	1	42811	17,17	AC103582,AC103582	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1969	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	18761832	18927264	51,51	AC007325,AC007325	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1969	22	MAPPED	KI270734.1	NT_187389.1	UNLOC_SCAFFOLD	1	165050	51,51	AC007325,AC007325	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1970	22	MAPPED	GL000220.1	NT_167214.1	UNLOC_SCAFFOLD	1	161802	34,34	AL353644,AL353644	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1970	22	MAPPED	KI270733.1	NT_187388.1	UNLOC_SCAFFOLD	1	179772	34,34	AL353644,AL353644	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1971	22	MAPPED	CM000672.1	NC_000010.10	CHROMOSOME	42616213	42643368	5,5	AC093091,AC093091	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1971	22	MAPPED	CM000672.1	NC_000010.10	CHROMOSOME	42616213	42672526	5,5	AC093091,AC093091	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1971	22	MAPPED	CM000664.1	NC_000002.11	CHROMOSOME	91637559	91997059	5,5	AC093091,AC093091	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1971	22	MAPPED	KI270732.1	NT_187387.1	UNLOC_SCAFFOLD	1	41543	5,5	AC093091,AC093091	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1972	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	20656284	21649739	23,23	AC023491,AC023491	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1972	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	18668570	20500863	23,23	AC023491,AC023491	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1972	22	MAPPED	CM000684.1	NC_000022.10	CHROMOSOME	18666934	20495315	23,23	AC023491,AC023491	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1972	22	MAPPED	KI270731.1	NT_187386.1	UNLOC_SCAFFOLD	1	150754	23,23	AC023491,AC023491	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-205	22	MAPPED	CM000673.1	NC_000011.9	CHROMOSOME	116683037	116721832	4,4	AC087065,AC087065	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
