# Region Report
# Assembly Name:  MalDomGD1.0
# Description:    Malus_x_domestica_GoldenDelicious1.0
# Organism name:  Malus domestica
# Taxid:          3750
# Submitter:      IASMA research center
# Date:           2012-8-16
# BioSample:      SAMN02981243
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# GenBank Assembly Accession: GCA_000148765.2 (latest)
# RefSeq Assembly Accession: GCF_000148765.1 (species-representative latest)
# RefSeq Assembly and GenBank Assemblies Identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000148775.1	GCF_000148775.1	Primary Assembly
## GCA_000165855.2	GCF_000165855.1	alt_haplotype1.MalDomGD1.0
## GCA_000165865.1	GCF_000165865.1	alt_haplotype2.MalDomGD1.0
## GCA_000165875.1	GCF_000165875.1	alt_haplotype3.MalDomGD1.0
## 	GCF_000696565.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region369	7	10348353	10759196	alt-scaffold	GL544345.1	NW_007546026.1	alt_haplotype3.MalDomGD1.0
region370	7	10797989	11431019	alt-scaffold	GL543521.1	NW_007545203.1	alt_haplotype1.MalDomGD1.0
region370	7	10797989	11431019	alt-scaffold	GL543948.1	NW_007545629.1	alt_haplotype2.MalDomGD1.0
region370	7	10797989	11431019	alt-scaffold	GL544346.1	NW_007546027.1	alt_haplotype3.MalDomGD1.0
region371	7	11451870	11678945	alt-scaffold	GL543522.1	NW_007545204.1	alt_haplotype1.MalDomGD1.0
region371	7	11451870	11678945	alt-scaffold	GL543949.1	NW_007545630.1	alt_haplotype2.MalDomGD1.0
region371	7	11451870	11678945	alt-scaffold	GL544347.1	NW_007546028.1	alt_haplotype3.MalDomGD1.0
region372	7	11708735	12549381	alt-scaffold	GL543523.1	NW_007545205.1	alt_haplotype1.MalDomGD1.0
region372	7	11708735	12549381	alt-scaffold	GL543950.1	NW_007545631.1	alt_haplotype2.MalDomGD1.0
region372	7	11708735	12549381	alt-scaffold	GL544348.1	NW_007546029.1	alt_haplotype3.MalDomGD1.0
region373	7	12557826	13362598	alt-scaffold	GL543524.1	NW_007545206.1	alt_haplotype1.MalDomGD1.0
region373	7	12557826	13362598	alt-scaffold	GL543951.1	NW_007545632.1	alt_haplotype2.MalDomGD1.0
region373	7	12557826	13362598	alt-scaffold	GL544349.1	NW_007546030.1	alt_haplotype3.MalDomGD1.0
region374	7	13398389	14929367	alt-scaffold	GL543525.1	NW_007545207.1	alt_haplotype1.MalDomGD1.0
region374	7	13398389	14929367	alt-scaffold	GL543952.1	NW_007545633.1	alt_haplotype2.MalDomGD1.0
region374	7	13398389	14929367	alt-scaffold	GL544350.1	NW_007546031.1	alt_haplotype3.MalDomGD1.0
region375	7	15028772	15622444	alt-scaffold	GL543526.1	NW_007545208.1	alt_haplotype1.MalDomGD1.0
region375	7	15028772	15622444	alt-scaffold	GL543953.1	NW_007545634.1	alt_haplotype2.MalDomGD1.0
region375	7	15028772	15622444	alt-scaffold	GL544351.1	NW_007546032.1	alt_haplotype3.MalDomGD1.0
region376	7	15675226	16366506	alt-scaffold	GL543527.1	NW_007545209.1	alt_haplotype1.MalDomGD1.0
region376	7	15675226	16366506	alt-scaffold	GL543954.1	NW_007545635.1	alt_haplotype2.MalDomGD1.0
region376	7	15675226	16366506	alt-scaffold	GL544352.1	NW_007546033.1	alt_haplotype3.MalDomGD1.0
region377	7	16388864	17152735	alt-scaffold	GL543528.1	NW_007545210.1	alt_haplotype1.MalDomGD1.0
region377	7	16388864	17152735	alt-scaffold	GL543955.1	NW_007545636.1	alt_haplotype2.MalDomGD1.0
region377	7	16388864	17152735	alt-scaffold	GL544353.1	NW_007546034.1	alt_haplotype3.MalDomGD1.0
region378	7	17204350	17960771	alt-scaffold	GL543529.1	NW_007545211.1	alt_haplotype1.MalDomGD1.0
region378	7	17204350	17960771	alt-scaffold	GL543956.1	NW_007545637.1	alt_haplotype2.MalDomGD1.0
region378	7	17204350	17960771	alt-scaffold	GL544354.1	NW_007546035.1	alt_haplotype3.MalDomGD1.0
region379	7	17990785	18513269	alt-scaffold	GL543530.1	NW_007545212.1	alt_haplotype1.MalDomGD1.0
region379	7	17990785	18513269	alt-scaffold	GL543957.1	NW_007545638.1	alt_haplotype2.MalDomGD1.0
region379	7	17990785	18513269	alt-scaffold	GL544355.1	NW_007546036.1	alt_haplotype3.MalDomGD1.0
region380	7	18513378	18816630	alt-scaffold	GL543531.1	NW_007545213.1	alt_haplotype1.MalDomGD1.0
region380	7	18513378	18816630	alt-scaffold	GL543958.1	NW_007545639.1	alt_haplotype2.MalDomGD1.0
region381	7	18973884	20174715	alt-scaffold	GL543532.1	NW_007545214.1	alt_haplotype1.MalDomGD1.0
region381	7	18973884	20174715	alt-scaffold	GL543959.1	NW_007545640.1	alt_haplotype2.MalDomGD1.0
region381	7	18973884	20174715	alt-scaffold	GL544356.1	NW_007546037.1	alt_haplotype3.MalDomGD1.0
region382	7	20271221	21009526	alt-scaffold	GL543533.1	NW_007545215.1	alt_haplotype1.MalDomGD1.0
region382	7	20271221	21009526	alt-scaffold	GL543960.1	NW_007545641.1	alt_haplotype2.MalDomGD1.0
region382	7	20271221	21009526	alt-scaffold	GL544357.1	NW_007546038.1	alt_haplotype3.MalDomGD1.0
region383	7	21017448	26359146	alt-scaffold	GL543534.1	NW_007545216.1	alt_haplotype1.MalDomGD1.0
region383	7	21017448	26359146	alt-scaffold	GL543961.1	NW_007545642.1	alt_haplotype2.MalDomGD1.0
region383	7	21017448	26359146	alt-scaffold	GL544358.1	NW_007546039.1	alt_haplotype3.MalDomGD1.0
region384	8	30874	1732900	alt-scaffold	GL543535.1	NW_007545217.1	alt_haplotype1.MalDomGD1.0
region384	8	30874	1732900	alt-scaffold	GL543962.1	NW_007545643.1	alt_haplotype2.MalDomGD1.0
region384	8	30874	1732900	alt-scaffold	GL544359.1	NW_007546040.1	alt_haplotype3.MalDomGD1.0
region385	8	1776826	2036946	alt-scaffold	GL543536.1	NW_007545218.1	alt_haplotype1.MalDomGD1.0
region385	8	1776826	2036946	alt-scaffold	GL543963.1	NW_007545644.1	alt_haplotype2.MalDomGD1.0
region385	8	1776826	2036946	alt-scaffold	GL544360.1	NW_007546041.1	alt_haplotype3.MalDomGD1.0
region386	8	2060203	4352777	alt-scaffold	GL543537.1	NW_007545219.1	alt_haplotype1.MalDomGD1.0
region386	8	2060203	4352777	alt-scaffold	GL543964.1	NW_007545645.1	alt_haplotype2.MalDomGD1.0
region386	8	2060203	4352777	alt-scaffold	GL544361.1	NW_007546042.1	alt_haplotype3.MalDomGD1.0
region387	8	4389082	4989036	alt-scaffold	GL543538.1	NW_007545220.1	alt_haplotype1.MalDomGD1.0
region387	8	4389082	4989036	alt-scaffold	GL543965.1	NW_007545646.1	alt_haplotype2.MalDomGD1.0
region387	8	4389082	4989036	alt-scaffold	GL544362.1	NW_007546043.1	alt_haplotype3.MalDomGD1.0
region388	8	5064999	5813524	alt-scaffold	GL543539.1	NW_007545221.1	alt_haplotype1.MalDomGD1.0
region388	8	5064999	5813524	alt-scaffold	GL543966.1	NW_007545647.1	alt_haplotype2.MalDomGD1.0
region388	8	5064999	5813524	alt-scaffold	GL544363.1	NW_007546044.1	alt_haplotype3.MalDomGD1.0
region389	8	5815114	9161143	alt-scaffold	GL543540.1	NW_007545222.1	alt_haplotype1.MalDomGD1.0
region389	8	5815114	9161143	alt-scaffold	GL543967.1	NW_007545648.1	alt_haplotype2.MalDomGD1.0
region389	8	5815114	9161143	alt-scaffold	GL544364.1	NW_007546045.1	alt_haplotype3.MalDomGD1.0
region390	8	9259801	10272478	alt-scaffold	GL543541.1	NW_007545223.1	alt_haplotype1.MalDomGD1.0
region390	8	9259801	10272478	alt-scaffold	GL543968.1	NW_007545649.1	alt_haplotype2.MalDomGD1.0
region390	8	9259801	10272478	alt-scaffold	GL544365.1	NW_007546046.1	alt_haplotype3.MalDomGD1.0
region391	8	10274042	10934335	alt-scaffold	GL543542.1	NW_007545224.1	alt_haplotype1.MalDomGD1.0
region391	8	10274042	10934335	alt-scaffold	GL543969.1	NW_007545650.1	alt_haplotype2.MalDomGD1.0
region391	8	10274042	10934335	alt-scaffold	GL544366.1	NW_007546047.1	alt_haplotype3.MalDomGD1.0
region392	8	11186314	11540036	alt-scaffold	GL543543.1	NW_007545225.1	alt_haplotype1.MalDomGD1.0
region392	8	11186314	11540036	alt-scaffold	GL543970.1	NW_007545651.1	alt_haplotype2.MalDomGD1.0
region392	8	11186314	11540036	alt-scaffold	GL544367.1	NW_007546048.1	alt_haplotype3.MalDomGD1.0
region393	8	11542136	11546818	alt-scaffold	GL543544.1	NW_007545226.1	alt_haplotype1.MalDomGD1.0
region394	8	11557432	11558451	alt-scaffold	GL544368.1	NW_007546049.1	alt_haplotype3.MalDomGD1.0
region395	8	11560977	11783209	alt-scaffold	GL543545.1	NW_007545227.1	alt_haplotype1.MalDomGD1.0
region395	8	11560977	11783209	alt-scaffold	GL543972.1	NW_007545653.1	alt_haplotype2.MalDomGD1.0
region395	8	11560977	11783209	alt-scaffold	GL544369.1	NW_007546050.1	alt_haplotype3.MalDomGD1.0
region396	8	11928381	16207095	alt-scaffold	GL543546.1	NW_007545228.1	alt_haplotype1.MalDomGD1.0
region396	8	11928381	16207095	alt-scaffold	GL543973.1	NW_007545654.1	alt_haplotype2.MalDomGD1.0
region396	8	11928381	16207095	alt-scaffold	GL544370.1	NW_007546051.1	alt_haplotype3.MalDomGD1.0
region397	8	16237453	16878476	alt-scaffold	GL543547.1	NW_007545229.1	alt_haplotype1.MalDomGD1.0
region397	8	16237453	16878476	alt-scaffold	GL543974.1	NW_007545655.1	alt_haplotype2.MalDomGD1.0
region397	8	16237453	16878476	alt-scaffold	GL544371.1	NW_007546052.1	alt_haplotype3.MalDomGD1.0
region398	8	16968939	17180517	alt-scaffold	GL543548.1	NW_007545230.1	alt_haplotype1.MalDomGD1.0
region398	8	16968939	17180517	alt-scaffold	GL543975.1	NW_007545656.1	alt_haplotype2.MalDomGD1.0
region398	8	16968939	17180517	alt-scaffold	GL544372.1	NW_007546053.1	alt_haplotype3.MalDomGD1.0
region399	8	17200787	17542118	alt-scaffold	GL543549.1	NW_007545231.1	alt_haplotype1.MalDomGD1.0
region399	8	17200787	17542118	alt-scaffold	GL543976.1	NW_007545657.1	alt_haplotype2.MalDomGD1.0
region399	8	17200787	17542118	alt-scaffold	GL544373.1	NW_007546054.1	alt_haplotype3.MalDomGD1.0
region400	8	17680578	18219994	alt-scaffold	GL543550.1	NW_007545232.1	alt_haplotype1.MalDomGD1.0
region400	8	17680578	18219994	alt-scaffold	GL543977.1	NW_007545658.1	alt_haplotype2.MalDomGD1.0
region400	8	17680578	18219994	alt-scaffold	GL544374.1	NW_007546055.1	alt_haplotype3.MalDomGD1.0
region401	8	18257919	18523445	alt-scaffold	GL543551.1	NW_007545233.1	alt_haplotype1.MalDomGD1.0
region401	8	18257919	18523445	alt-scaffold	GL543978.1	NW_007545659.1	alt_haplotype2.MalDomGD1.0
region401	8	18257919	18523445	alt-scaffold	GL544375.1	NW_007546056.1	alt_haplotype3.MalDomGD1.0
region402	8	18531736	19605699	alt-scaffold	GL543552.1	NW_007545234.1	alt_haplotype1.MalDomGD1.0
region402	8	18531736	19605699	alt-scaffold	GL543979.1	NW_007545660.1	alt_haplotype2.MalDomGD1.0
region402	8	18531736	19605699	alt-scaffold	GL544376.1	NW_007546057.1	alt_haplotype3.MalDomGD1.0
region403	8	19645755	19646875	alt-scaffold	GL543553.1	NW_007545235.1	alt_haplotype1.MalDomGD1.0
region404	8	19705906	20028244	alt-scaffold	GL543554.1	NW_007545236.1	alt_haplotype1.MalDomGD1.0
region404	8	19705906	20028244	alt-scaffold	GL543980.1	NW_007545661.1	alt_haplotype2.MalDomGD1.0
region404	8	19705906	20028244	alt-scaffold	GL544377.1	NW_007546058.1	alt_haplotype3.MalDomGD1.0
region405	8	20134001	20466342	alt-scaffold	GL543555.1	NW_007545237.1	alt_haplotype1.MalDomGD1.0
region405	8	20134001	20466342	alt-scaffold	GL543981.1	NW_007545662.1	alt_haplotype2.MalDomGD1.0
region405	8	20134001	20466342	alt-scaffold	GL544378.1	NW_007546059.1	alt_haplotype3.MalDomGD1.0
region406	8	20486651	21222210	alt-scaffold	GL543556.1	NW_007545238.1	alt_haplotype1.MalDomGD1.0
region406	8	20486651	21222210	alt-scaffold	GL543982.1	NW_007545663.1	alt_haplotype2.MalDomGD1.0
region406	8	20486651	21222210	alt-scaffold	GL544379.1	NW_007546060.1	alt_haplotype3.MalDomGD1.0
region407	8	21276848	21669861	alt-scaffold	GL543557.1	NW_007545239.1	alt_haplotype1.MalDomGD1.0
region407	8	21276848	21669861	alt-scaffold	GL543983.1	NW_007545664.1	alt_haplotype2.MalDomGD1.0
region407	8	21276848	21669861	alt-scaffold	GL544380.1	NW_007546061.1	alt_haplotype3.MalDomGD1.0
region408	8	21715893	22152656	alt-scaffold	GL543558.1	NW_007545240.1	alt_haplotype1.MalDomGD1.0
region408	8	21715893	22152656	alt-scaffold	GL543984.1	NW_007545665.1	alt_haplotype2.MalDomGD1.0
region408	8	21715893	22152656	alt-scaffold	GL544381.1	NW_007546062.1	alt_haplotype3.MalDomGD1.0
region409	8	22230881	22845502	alt-scaffold	GL543559.1	NW_007545241.1	alt_haplotype1.MalDomGD1.0
region409	8	22230881	22845502	alt-scaffold	GL543985.1	NW_007545666.1	alt_haplotype2.MalDomGD1.0
region409	8	22230881	22845502	alt-scaffold	GL544382.1	NW_007546063.1	alt_haplotype3.MalDomGD1.0
region410	8	22852746	23205829	alt-scaffold	GL543560.1	NW_007545242.1	alt_haplotype1.MalDomGD1.0
region410	8	22852746	23205829	alt-scaffold	GL543986.1	NW_007545667.1	alt_haplotype2.MalDomGD1.0
region410	8	22852746	23205829	alt-scaffold	GL544383.1	NW_007546064.1	alt_haplotype3.MalDomGD1.0
region411	8	23225524	25279467	alt-scaffold	GL543561.1	NW_007545243.1	alt_haplotype1.MalDomGD1.0
region411	8	23225524	25279467	alt-scaffold	GL543987.1	NW_007545668.1	alt_haplotype2.MalDomGD1.0
region411	8	23225524	25279467	alt-scaffold	GL544384.1	NW_007546065.1	alt_haplotype3.MalDomGD1.0
region412	8	25282220	26037298	alt-scaffold	GL543562.1	NW_007545244.1	alt_haplotype1.MalDomGD1.0
region412	8	25282220	26037298	alt-scaffold	GL543988.1	NW_007545669.1	alt_haplotype2.MalDomGD1.0
region412	8	25282220	26037298	alt-scaffold	GL544385.1	NW_007546066.1	alt_haplotype3.MalDomGD1.0
region413	8	26172101	27174165	alt-scaffold	GL543564.1	NW_007545246.1	alt_haplotype1.MalDomGD1.0
region413	8	26172101	27174165	alt-scaffold	GL543989.1	NW_007545670.1	alt_haplotype2.MalDomGD1.0
region413	8	26172101	27174165	alt-scaffold	GL544386.1	NW_007546067.1	alt_haplotype3.MalDomGD1.0
region414	8	27314247	28214501	alt-scaffold	GL543565.1	NW_007545247.1	alt_haplotype1.MalDomGD1.0
region414	8	27314247	28214501	alt-scaffold	GL543990.1	NW_007545671.1	alt_haplotype2.MalDomGD1.0
region414	8	27314247	28214501	alt-scaffold	GL544387.1	NW_007546068.1	alt_haplotype3.MalDomGD1.0
region415	8	28327672	29602984	alt-scaffold	GL543566.1	NW_007545248.1	alt_haplotype1.MalDomGD1.0
region415	8	28327672	29602984	alt-scaffold	GL543991.1	NW_007545672.1	alt_haplotype2.MalDomGD1.0
region415	8	28327672	29602984	alt-scaffold	GL544388.1	NW_007546069.1	alt_haplotype3.MalDomGD1.0
region416	9	1024	8588993	alt-scaffold	GL543567.1	NW_007545249.1	alt_haplotype1.MalDomGD1.0
region416	9	1024	8588993	alt-scaffold	GL543992.1	NW_007545673.1	alt_haplotype2.MalDomGD1.0
region416	9	1024	8588993	alt-scaffold	GL544389.1	NW_007546070.1	alt_haplotype3.MalDomGD1.0
region417	9	8610686	9935319	alt-scaffold	GL543568.1	NW_007545250.1	alt_haplotype1.MalDomGD1.0
region417	9	8610686	9935319	alt-scaffold	GL543993.1	NW_007545674.1	alt_haplotype2.MalDomGD1.0
region417	9	8610686	9935319	alt-scaffold	GL544390.1	NW_007546071.1	alt_haplotype3.MalDomGD1.0
region418	9	9936502	10424395	alt-scaffold	GL543569.1	NW_007545251.1	alt_haplotype1.MalDomGD1.0
region418	9	9936502	10424395	alt-scaffold	GL543994.1	NW_007545675.1	alt_haplotype2.MalDomGD1.0
region418	9	9936502	10424395	alt-scaffold	GL544391.1	NW_007546072.1	alt_haplotype3.MalDomGD1.0
region419	9	10425951	12992290	alt-scaffold	GL543570.1	NW_007545252.1	alt_haplotype1.MalDomGD1.0
region419	9	10425951	12992290	alt-scaffold	GL543995.1	NW_007545676.1	alt_haplotype2.MalDomGD1.0
region419	9	10425951	12992290	alt-scaffold	GL544392.1	NW_007546073.1	alt_haplotype3.MalDomGD1.0
region420	9	13101375	14152082	alt-scaffold	GL543571.1	NW_007545253.1	alt_haplotype1.MalDomGD1.0
region420	9	13101375	14152082	alt-scaffold	GL543996.1	NW_007545677.1	alt_haplotype2.MalDomGD1.0
region420	9	13101375	14152082	alt-scaffold	GL544393.1	NW_007546074.1	alt_haplotype3.MalDomGD1.0
region421	9	14176336	16383325	alt-scaffold	GL543572.1	NW_007545254.1	alt_haplotype1.MalDomGD1.0
region421	9	14176336	16383325	alt-scaffold	GL543997.1	NW_007545678.1	alt_haplotype2.MalDomGD1.0
region421	9	14176336	16383325	alt-scaffold	GL544394.1	NW_007546075.1	alt_haplotype3.MalDomGD1.0
region422	9	16419371	18111993	alt-scaffold	GL543573.1	NW_007545255.1	alt_haplotype1.MalDomGD1.0
region422	9	16419371	18111993	alt-scaffold	GL543998.1	NW_007545679.1	alt_haplotype2.MalDomGD1.0
region422	9	16419371	18111993	alt-scaffold	GL544395.1	NW_007546076.1	alt_haplotype3.MalDomGD1.0
region423	9	18127333	19535925	alt-scaffold	GL543574.1	NW_007545256.1	alt_haplotype1.MalDomGD1.0
region423	9	18127333	19535925	alt-scaffold	GL543999.1	NW_007545680.1	alt_haplotype2.MalDomGD1.0
region423	9	18127333	19535925	alt-scaffold	GL544396.1	NW_007546077.1	alt_haplotype3.MalDomGD1.0
region424	9	19590423	20518292	alt-scaffold	GL543575.1	NW_007545257.1	alt_haplotype1.MalDomGD1.0
region424	9	19590423	20518292	alt-scaffold	GL544000.1	NW_007545681.1	alt_haplotype2.MalDomGD1.0
region424	9	19590423	20518292	alt-scaffold	GL544397.1	NW_007546078.1	alt_haplotype3.MalDomGD1.0
region425	9	20538505	20784796	alt-scaffold	GL543576.1	NW_007545258.1	alt_haplotype1.MalDomGD1.0
region425	9	20538505	20784796	alt-scaffold	GL544001.1	NW_007545682.1	alt_haplotype2.MalDomGD1.0
region425	9	20538505	20784796	alt-scaffold	GL544398.1	NW_007546079.1	alt_haplotype3.MalDomGD1.0
region426	9	21026674	21456297	alt-scaffold	GL543577.1	NW_007545259.1	alt_haplotype1.MalDomGD1.0
region426	9	21026674	21456297	alt-scaffold	GL544002.1	NW_007545683.1	alt_haplotype2.MalDomGD1.0
region426	9	21026674	21456297	alt-scaffold	GL544399.1	NW_007546080.1	alt_haplotype3.MalDomGD1.0
region427	9	21482010	21521556	alt-scaffold	GL543578.1	NW_007545260.1	alt_haplotype1.MalDomGD1.0
region427	9	21482010	21521556	alt-scaffold	GL544003.1	NW_007545684.1	alt_haplotype2.MalDomGD1.0
region427	9	21482010	21521556	alt-scaffold	GL544400.1	NW_007546081.1	alt_haplotype3.MalDomGD1.0
region428	9	21653278	21924540	alt-scaffold	GL543579.1	NW_007545261.1	alt_haplotype1.MalDomGD1.0
region428	9	21653278	21924540	alt-scaffold	GL544004.1	NW_007545685.1	alt_haplotype2.MalDomGD1.0
region429	9	21988167	21988595	alt-scaffold	GL544401.1	NW_007546082.1	alt_haplotype3.MalDomGD1.0
region430	9	22013677	23902202	alt-scaffold	GL543580.1	NW_007545262.1	alt_haplotype1.MalDomGD1.0
region430	9	22013677	23902202	alt-scaffold	GL544005.1	NW_007545686.1	alt_haplotype2.MalDomGD1.0
region430	9	22013677	23902202	alt-scaffold	GL544402.1	NW_007546083.1	alt_haplotype3.MalDomGD1.0
region431	9	23905846	24242878	alt-scaffold	GL543581.1	NW_007545263.1	alt_haplotype1.MalDomGD1.0
region431	9	23905846	24242878	alt-scaffold	GL544006.1	NW_007545687.1	alt_haplotype2.MalDomGD1.0
region431	9	23905846	24242878	alt-scaffold	GL544403.1	NW_007546084.1	alt_haplotype3.MalDomGD1.0
region432	9	24310984	24800333	alt-scaffold	GL543582.1	NW_007545264.1	alt_haplotype1.MalDomGD1.0
region432	9	24310984	24800333	alt-scaffold	GL544007.1	NW_007545688.1	alt_haplotype2.MalDomGD1.0
region432	9	24310984	24800333	alt-scaffold	GL544404.1	NW_007546085.1	alt_haplotype3.MalDomGD1.0
region433	9	25022232	27257678	alt-scaffold	GL543583.1	NW_007545265.1	alt_haplotype1.MalDomGD1.0
region433	9	25022232	27257678	alt-scaffold	GL544008.1	NW_007545689.1	alt_haplotype2.MalDomGD1.0
region433	9	25022232	27257678	alt-scaffold	GL544405.1	NW_007546086.1	alt_haplotype3.MalDomGD1.0
region434	9	27388497	32223226	alt-scaffold	GL543584.1	NW_007545266.1	alt_haplotype1.MalDomGD1.0
region434	9	27388497	32223226	alt-scaffold	GL544009.1	NW_007545690.1	alt_haplotype2.MalDomGD1.0
region434	9	27388497	32223226	alt-scaffold	GL544406.1	NW_007546087.1	alt_haplotype3.MalDomGD1.0
region435	9	32236726	33244872	alt-scaffold	GL543585.1	NW_007545267.1	alt_haplotype1.MalDomGD1.0
region435	9	32236726	33244872	alt-scaffold	GL544010.1	NW_007545691.1	alt_haplotype2.MalDomGD1.0
region435	9	32236726	33244872	alt-scaffold	GL544407.1	NW_007546088.1	alt_haplotype3.MalDomGD1.0
region436	9	33285874	33717595	alt-scaffold	GL543586.1	NW_007545268.1	alt_haplotype1.MalDomGD1.0
region436	9	33285874	33717595	alt-scaffold	GL544011.1	NW_007545692.1	alt_haplotype2.MalDomGD1.0
region436	9	33285874	33717595	alt-scaffold	GL544408.1	NW_007546089.1	alt_haplotype3.MalDomGD1.0
region36	10	26754	469134	alt-scaffold	GL543587.1	NW_007545269.1	alt_haplotype1.MalDomGD1.0
region36	10	26754	469134	alt-scaffold	GL544012.1	NW_007545693.1	alt_haplotype2.MalDomGD1.0
region36	10	26754	469134	alt-scaffold	GL544409.1	NW_007546090.1	alt_haplotype3.MalDomGD1.0
region37	10	533043	1139504	alt-scaffold	GL543588.1	NW_007545270.1	alt_haplotype1.MalDomGD1.0
region37	10	533043	1139504	alt-scaffold	GL544013.1	NW_007545694.1	alt_haplotype2.MalDomGD1.0
region37	10	533043	1139504	alt-scaffold	GL544410.1	NW_007546091.1	alt_haplotype3.MalDomGD1.0
region38	10	1148020	1745527	alt-scaffold	GL543589.1	NW_007545271.1	alt_haplotype1.MalDomGD1.0
region38	10	1148020	1745527	alt-scaffold	GL544014.1	NW_007545695.1	alt_haplotype2.MalDomGD1.0
region38	10	1148020	1745527	alt-scaffold	GL544411.1	NW_007546092.1	alt_haplotype3.MalDomGD1.0
region39	10	1746014	3089281	alt-scaffold	GL543590.1	NW_007545272.1	alt_haplotype1.MalDomGD1.0
region39	10	1746014	3089281	alt-scaffold	GL544015.1	NW_007545696.1	alt_haplotype2.MalDomGD1.0
region39	10	1746014	3089281	alt-scaffold	GL544412.1	NW_007546093.1	alt_haplotype3.MalDomGD1.0
region40	10	3128634	3619303	alt-scaffold	GL543591.1	NW_007545273.1	alt_haplotype1.MalDomGD1.0
region40	10	3128634	3619303	alt-scaffold	GL544016.1	NW_007545697.1	alt_haplotype2.MalDomGD1.0
region40	10	3128634	3619303	alt-scaffold	GL544413.1	NW_007546094.1	alt_haplotype3.MalDomGD1.0
region41	10	3709548	4562561	alt-scaffold	GL543592.1	NW_007545274.1	alt_haplotype1.MalDomGD1.0
region41	10	3709548	4562561	alt-scaffold	GL544017.1	NW_007545698.1	alt_haplotype2.MalDomGD1.0
region41	10	3709548	4562561	alt-scaffold	GL544414.1	NW_007546095.1	alt_haplotype3.MalDomGD1.0
region42	10	4709180	7923574	alt-scaffold	GL543593.1	NW_007545275.1	alt_haplotype1.MalDomGD1.0
region42	10	4709180	7923574	alt-scaffold	GL544018.1	NW_007545699.1	alt_haplotype2.MalDomGD1.0
region42	10	4709180	7923574	alt-scaffold	GL544415.1	NW_007546096.1	alt_haplotype3.MalDomGD1.0
region43	10	7927357	8412837	alt-scaffold	GL543594.1	NW_007545276.1	alt_haplotype1.MalDomGD1.0
region43	10	7927357	8412837	alt-scaffold	GL544019.1	NW_007545700.1	alt_haplotype2.MalDomGD1.0
region43	10	7927357	8412837	alt-scaffold	GL544416.1	NW_007546097.1	alt_haplotype3.MalDomGD1.0
region44	10	8560848	9639897	alt-scaffold	GL543595.1	NW_007545277.1	alt_haplotype1.MalDomGD1.0
region44	10	8560848	9639897	alt-scaffold	GL544020.1	NW_007545701.1	alt_haplotype2.MalDomGD1.0
region44	10	8560848	9639897	alt-scaffold	GL544417.1	NW_007546098.1	alt_haplotype3.MalDomGD1.0
region45	10	9669016	10739385	alt-scaffold	GL543596.1	NW_007545278.1	alt_haplotype1.MalDomGD1.0
region45	10	9669016	10739385	alt-scaffold	GL544021.1	NW_007545702.1	alt_haplotype2.MalDomGD1.0
region45	10	9669016	10739385	alt-scaffold	GL544418.1	NW_007546099.1	alt_haplotype3.MalDomGD1.0
region46	10	10800565	11255114	alt-scaffold	GL543597.1	NW_007545279.1	alt_haplotype1.MalDomGD1.0
region46	10	10800565	11255114	alt-scaffold	GL544022.1	NW_007545703.1	alt_haplotype2.MalDomGD1.0
region46	10	10800565	11255114	alt-scaffold	GL544419.1	NW_007546100.1	alt_haplotype3.MalDomGD1.0
region47	10	11272904	12042776	alt-scaffold	GL543598.1	NW_007545280.1	alt_haplotype1.MalDomGD1.0
region47	10	11272904	12042776	alt-scaffold	GL544023.1	NW_007545704.1	alt_haplotype2.MalDomGD1.0
region47	10	11272904	12042776	alt-scaffold	GL544420.1	NW_007546101.1	alt_haplotype3.MalDomGD1.0
region48	10	12159239	13540841	alt-scaffold	GL543599.1	NW_007545281.1	alt_haplotype1.MalDomGD1.0
region48	10	12159239	13540841	alt-scaffold	GL544024.1	NW_007545705.1	alt_haplotype2.MalDomGD1.0
region48	10	12159239	13540841	alt-scaffold	GL544421.1	NW_007546102.1	alt_haplotype3.MalDomGD1.0
region49	10	13643289	17751224	alt-scaffold	GL543600.1	NW_007545282.1	alt_haplotype1.MalDomGD1.0
region49	10	13643289	17751224	alt-scaffold	GL544025.1	NW_007545706.1	alt_haplotype2.MalDomGD1.0
region49	10	13643289	17751224	alt-scaffold	GL544422.1	NW_007546103.1	alt_haplotype3.MalDomGD1.0
region50	10	17839801	19346461	alt-scaffold	GL543601.1	NW_007545283.1	alt_haplotype1.MalDomGD1.0
region50	10	17839801	19346461	alt-scaffold	GL544026.1	NW_007545707.1	alt_haplotype2.MalDomGD1.0
region50	10	17839801	19346461	alt-scaffold	GL544423.1	NW_007546104.1	alt_haplotype3.MalDomGD1.0
region51	10	19347974	19917779	alt-scaffold	GL543602.1	NW_007545284.1	alt_haplotype1.MalDomGD1.0
region51	10	19347974	19917779	alt-scaffold	GL544027.1	NW_007545708.1	alt_haplotype2.MalDomGD1.0
region51	10	19347974	19917779	alt-scaffold	GL544424.1	NW_007546105.1	alt_haplotype3.MalDomGD1.0
